Auteur;Date;Titre;Editeur;Auteur - Titre
Hardegen M. & Bioret F.;2000;Contribution à l'étude phytosociologique des landes littorales du Finistère (Bretagne, France): le Cap de la Chèvre (presqu'île de Crozon) et l'île d'Ouessant;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 155-167";Hardegen M. & Bioret F. - Contribution à l'étude phytosociologique des landes littorales du Finistère (Bretagne, France): le Cap de la Chèvre (presqu'île de Crozon) et l'île d'Ouessant - 2000
Haury J., Thiebaut G. & Muller S.;1995;Les associations rhéophiles des rivières acides du Massif Armoricain, de Lozère et des Vosges du nord, dans un contexte Ouest-Européen;"Coll. Phytosoc. XXIII, ""Large area vegetation surveys"", Bailleul 1994: 145-168";Haury J., Thiebaut G. & Muller S. - Les associations rhéophiles des rivières acides du Massif Armoricain, de Lozère et des Vosges du nord, dans un contexte Ouest-Européen - 1995
Haveman R. & Janssen J.A.M.;2008;The analysis of long-term changes in plant communities using large databases: The effect of stratified resampling.;Journal of Vegetation Science 19: 355-362. ;Haveman R. & Janssen J.A.M. - The analysis of long-term changes in plant communities using large databases: The effect of stratified resampling. - 2008
Hegg O.;2000;Mise en œuvre du sauvetage du fonds SIGMA;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 1111-1112";Hegg O. - Mise en œuvre du sauvetage du fonds SIGMA - 2000
Hegg O.;2000;Associations dans le continuum;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 709-713";Hegg O. - Associations dans le continuum - 2000
Heinken T.;1995;Classification of beech forests on acid soils in north-western Central Europe;"Coll. Phytosoc. XXIII, ""Large area vegetation surveys"", Bailleul 1994: 417-436";Heinken T. - Classification of beech forests on acid soils in north-western Central Europe - 1995
Hendoux F.;2000;Analyse sociologique et dynamique des peuplements de deux espèces remarquables Rosa pimpinellifolia L. et Helianthemum nummularium (L.) Mill. Subsp. Obscurum (Celak.) Holub. Du littoral du département du nord en vue de propositions de gestion conservatoir;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 1023-1042";Hendoux F. - Analyse sociologique et dynamique des peuplements de deux espèces remarquables Rosa pimpinellifolia L. et Helianthemum nummularium (L.) Mill. Subsp. Obscurum (Celak.) Holub. Du littoral du département du nord en vue de propositions de gestion conservatoir - 2000
Hennekens S., Schaminee J., Mesthoff V.;1984;Development of chalk grassland on abandonned fields in south Limburg, the Netherlands;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 471-485";Hennekens S., Schaminee J., Mesthoff V. - Development of chalk grassland on abandonned fields in south Limburg, the Netherlands - 1984
Herter W.;1990;Zur aktuellen Vegetation der Allgäuer Alpen. Die Pflanzengesellschaften des Hintersteiner Tales. ;Dissertationes botanicae 147, Cramer, Berlin, 124p.;Herter W. - Zur aktuellen Vegetation der Allgäuer Alpen. Die Pflanzengesellschaften des Hintersteiner Tales.  - 1990
Heykena A.;1965;Vegetationstypen der Küstendünen an der östlichen und südlichen Nordsee.;Mitteilungen der Arbeitsgemeinschaft für Floristik in Schleswig-Holstein und Hamburg 13: 1-135.;Heykena A. - Vegetationstypen der Küstendünen an der östlichen und südlichen Nordsee. - 1965
Hindryckx M.;1999-2000;Evolution régressive récente de la végétation des tourbières hautes à sphaignes en Haute Ardenne (Hautes-Fagnes, Belgique).;Thèse présentée en vue de l'obtention du titre de docteur en sciences, Université de Liège, Faculté des Sciences, Département de botanique & station scientifique des Hautes-Fagnes.;Hindryckx M. - Evolution régressive récente de la végétation des tourbières hautes à sphaignes en Haute Ardenne (Hautes-Fagnes, Belgique). - 1999-2000
Hoff M. & Brisse H.;1985;Proposition d'un schéma synthétique des végétations secondaires intertropicales;"Coll. Phytosoc. XII, ""Les végétations nitrophiles et anthropogènes"", Bailleul 1983: 249-267";Hoff M. & Brisse H. - Proposition d'un schéma synthétique des végétations secondaires intertropicales - 1985
Hoff M., Brisse H., Grandjouan G.;1985;La végétation rudérale et anthropique de la Nouvelle Calédonie et des îles Loyauté (Pacifique sud);"Coll. Phytosoc. XII, ""Les végétations nitrophiles et anthropogènes"", Bailleul 1983: 179-248";Hoff M., Brisse H., Grandjouan G. - La végétation rudérale et anthropique de la Nouvelle Calédonie et des îles Loyauté (Pacifique sud) - 1985
Holub J., Heijný S, Moravec J & Neuhäusl R.;1967;Übersicht der höheren Vegetationseinheiten der Tschechoslowakei.;Rozpravy C?eskoslovenske? akademie ve?d. R?ada matematicky?ch a pr?i?rodni?ch ve?d 77(3): 1-75. ;Holub J., Heijný S, Moravec J & Neuhäusl R. - Übersicht der höheren Vegetationseinheiten der Tschechoslowakei. - 1967
Hotyat M.;1993;Dynamique forestière et scenarios du futur;"Coll. Phytosoc. XX, ""Phytodynamique et Biogéographie historique des forêts"", Bailleul 1991: 283-291";Hotyat M. - Dynamique forestière et scenarios du futur - 1993
Houzard G.;1988;Sylvosystème et sylvofaciès: essai d'étude globale du milieu forestier;"Coll. Phytosoc. XIV, ""Phytosociologie et Foresterie"", Nancy 1985:  231-236";Houzard G. - Sylvosystème et sylvofaciès: essai d'étude globale du milieu forestier - 1988
Houzard G.;1993;L'approche du biogéographe;"Coll. Phytosoc. XX, ""Phytodynamique et Biogéographie historique des forêts"", Bailleul 1991: 1-6";Houzard G. - L'approche du biogéographe - 1993
Hruska K.;1985;Ruderal xerothermic vegetation in the Marche (Central Italy);"Coll. Phytosoc. XII, ""Les végétations nitrophiles et anthropogènes"", Bailleul 1983: 149-154";Hruska K. - Ruderal xerothermic vegetation in the Marche (Central Italy) - 1985
Hruska K.;1988;The role of natural nitrophilous vegetation in the evaluation of the quality of the environnment;"Coll. Phytosoc. XV, ""Phytosociologie et conservation de la nature"", Strasbourg 1987: 107-116";Hruska K. - The role of natural nitrophilous vegetation in the evaluation of the quality of the environnment - 1988
Hubert D., Grandjanny M., Collin C.;1984;Vers une typologie des pelouses des grands Causses;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 541-567";Hubert D., Grandjanny M., Collin C. - Vers une typologie des pelouses des grands Causses - 1984
Hubert D., Ovalle C., Daget Ph.;1984;Influence du couvert des arbres sur la végétation d'une pelouse des Causses;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 569-586";Hubert D., Ovalle C., Daget Ph. - Influence du couvert des arbres sur la végétation d'une pelouse des Causses - 1984
Hueck K.;1925;Vegetationsstudien auf brandenburgischen Hochmooren.;Beiträge zur Naturdenkmalpflege X(5): 311-408. ;Hueck K. - Vegetationsstudien auf brandenburgischen Hochmooren. - 1925
Hueck K.;1928;Die Vegetation und Oberflächengestaltung der Oberharzer Hochmoore. ;Beiträge zur Naturdenkmalpflege XII(2): 151-214. ;Hueck K. - Die Vegetation und Oberflächengestaltung der Oberharzer Hochmoore.  - 1928
Hueck K.;1929;Die Vegetation und Die Entwicklungsgeschichte des Hochmoores am Plötzendiebel (Uckermarck). ;Beiträge zur Naturdenkmalpflege XIII(1): 5-230.;Hueck K. - Die Vegetation und Die Entwicklungsgeschichte des Hochmoores am Plötzendiebel (Uckermarck).  - 1929
Hueck K.;1931;Erläuterungen zur Vegetationskundlichen Karte des Endmoränengebietes von Chorin (Uckermark). ;Beiträge zur Naturdenkmalpflege XIV(2): 107-214.;Hueck K. - Erläuterungen zur Vegetationskundlichen Karte des Endmoränengebietes von Chorin (Uckermark).  - 1931
Hundt R.;1964;Die Bergwiesen des Harzes, Thüringer Waldes und Erzgebirges. ;Pflanzensoziologie 14: 1-284.;Hundt R. - Die Bergwiesen des Harzes, Thüringer Waldes und Erzgebirges.  - 1964
Ichter J., Savio L. & Poncet L.;2012;Synthèse des expériences européennes de cartographie de la végétation (Programme CarHAB).;Rapport technique, Paris, 99p. ;Ichter J., Savio L. & Poncet L. - Synthèse des expériences européennes de cartographie de la végétation (Programme CarHAB). - 2012
Issler E.;1924;Les associations végétales des Vosges méridionales et de la plaine rhénane avoisinante. Première partie: les Forêts. A. Les associations d'arbres feuillus.;Bull. Soc. Hist. Nat.  Colmar XVII: 1-67. ;Issler E. - Les associations végétales des Vosges méridionales et de la plaine rhénane avoisinante. Première partie: les Forêts. A. Les associations d'arbres feuillus. - 1924
Issler E.;1937;Les associations végétales des Vosges méridionales et de la plaine rhénane avoisinante. Les tourbières.;Bull. Soc. Hist. Nat.  Colmar XLIII: 1-53. ;Issler E. - Les associations végétales des Vosges méridionales et de la plaine rhénane avoisinante. Les tourbières. - 1937
Izco J.;2000;Standardization of phytosociological names: a global perspective;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 897-914";Izco J. - Standardization of phytosociological names: a global perspective - 2000
Izco J. & Collado;1985;Los herbazales con galactites tomentosa (Coleostepho Myconis-Galactitetum) del Noroeste Iberico (prov. Cantabro-Atlantica);"Coll. Phytosoc. XII, ""Les végétations nitrophiles et anthropogènes"", Bailleul 1983: 597-608";Izco J. & Collado - Los herbazales con galactites tomentosa (Coleostepho Myconis-Galactitetum) del Noroeste Iberico (prov. Cantabro-Atlantica) - 1985
Izco J., Amigo J., Guitian J.;1986;El papel de la topografia en la transicion eurosiberiano-mediterranea en el extremo noroeste Iberico;"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 343-359";Izco J., Amigo J., Guitian J. - El papel de la topografia en la transicion eurosiberiano-mediterranea en el extremo noroeste Iberico - 1986
Jacamon M.;1988;Historique des relations entre phytosociologues et forestiers en France;"Coll. Phytosoc. XIV, ""Phytosociologie et Foresterie"", Nancy 1985:  1-9";Jacamon M. - Historique des relations entre phytosociologues et forestiers en France - 1988
Jaeger P.;1993;Sur la flore relictuelle du Mali;"Coll. Phytosoc. XX, ""Phytodynamique et Biogéographie historique des forêts"", Bailleul 1991: 403-414";Jaeger P. - Sur la flore relictuelle du Mali - 1993
Jeckel G.;1986;Kleinräumige Vegetationstransekte in extensivgrünland alter Dünengebiete in Nordwestdeutschen Flusstälern;"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 431-445";Jeckel G. - Kleinräumige Vegetationstransekte in extensivgrünland alter Dünengebiete in Nordwestdeutschen Flusstälern - 1986
JenÍk J.;1961;Alpinská vegetace Krkonoš Králického Sn?žníku a Hrubého Jeseníku.;Nakl. Ce?skoslovenske? Akademie Ve?d, Praha, 409p.;JenÍk J. - Alpinská vegetace Krkonoš Králického Sn?žníku a Hrubého Jeseníku. - 1961
Jensen U.;1987;Die Moore des Hochharzes.;Naturschutz und Landschaftspflege in Niedersachsen 15,  Niedersachsisches Landesverwaltungsamt, Hannover, 93p.;Jensen U. - Die Moore des Hochharzes. - 1987
Jeschke L.;1959;Pflanzengesellschaften einiger Seen bei Feldberg in Mecklenburg.;Feddes Repertorium 138: 161-214.;Jeschke L. - Pflanzengesellschaften einiger Seen bei Feldberg in Mecklenburg. - 1959
Jeschke L.;1963;"Die Wasser und Sumpfvegetation im Naturschutzgebiet ""Ostufer der Müritz"".";Limnologica 1(5): 475-545.;"Jeschke L. - Die Wasser und Sumpfvegetation im Naturschutzgebiet ""Ostufer der Müritz"". - 1963"
Jonas F.;1932;Die Vegetation der emsländischen Heidekölke. ;Repert. spec. nov. regni veget. Beih. 66: 41-68.;Jonas F. - Die Vegetation der emsländischen Heidekölke.  - 1932
Jonas F.;1932;Ein atlantisches Übergangsmoor (Heidemoor) im Emslande.;Berichte des Botan. U. Zoolog. Vereins 1930-1931: 1-14.;Jonas F. - Ein atlantisches Übergangsmoor (Heidemoor) im Emslande. - 1932
Jonas F.;1933;Die Vegetationseinheiten eines Flachmoores an der Unterems.;Repert. spec. nov. regni veget. Beih. 71: 35-99.;Jonas F. - Die Vegetationseinheiten eines Flachmoores an der Unterems. - 1933
Joud D. & Michalet R.;1995;Approches phytoécologiques et phytosociologiques: application aux formations forestières acidiphiles de l'étage collinéen du piémont Nord-Ouest Alpin;"Coll. Phytosoc. XXIII, ""Large area vegetation surveys"", Bailleul 1994: 437-460";Joud D. & Michalet R. - Approches phytoécologiques et phytosociologiques: application aux formations forestières acidiphiles de l'étage collinéen du piémont Nord-Ouest Alpin - 1995
Julve P.;1983;Les groupements de prairies humides et de bas-marais: étude régionale et essai de synthèse à l'échelle de l'Europe occidentale.;Thèse, Paris, 203p.;Julve P. - Les groupements de prairies humides et de bas-marais: étude régionale et essai de synthèse à l'échelle de l'Europe occidentale. - 1983
Julve P.;1985;Sur la position syntaxonomique des mégaphorbiaies planitiaires et montagnardes;"Coll. Phytosoc. XII, ""Séminaire Mégaphorbiaies"", Bailleul 1984: 99-117";Julve P. - Sur la position syntaxonomique des mégaphorbiaies planitiaires et montagnardes - 1985
Julve P.;1985;Compte-rendu de la session de terrain de l'association amicale internationale de phytosociologie du 16 au 19 septembre 1983 : Symphytosociologie dans la région Nord- Pas de Calais.;Doc. Phytosoc., NS, IX: 151-173.;Julve P. - Compte-rendu de la session de terrain de l'association amicale internationale de phytosociologie du 16 au 19 septembre 1983 : Symphytosociologie dans la région Nord- Pas de Calais. - 1985
Julve P.;1986;Problèmes conceptuels dans la définition des unités de perception du paysage végétal en rapport avec la géomorphologie;"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 65-84";Julve P. - Problèmes conceptuels dans la définition des unités de perception du paysage végétal en rapport avec la géomorphologie - 1986
Julve P.;1988;La classification des forêts planitiaires-collinéennes, mésophile, mésotrophes, de la moitié Nord de la France: nouvelles orientations;"Coll. Phytosoc. XIV, ""Phytosociologie et Foresterie"", Nancy 1985:  237-286";Julve P. - La classification des forêts planitiaires-collinéennes, mésophile, mésotrophes, de la moitié Nord de la France: nouvelles orientations - 1988
Julve P.;1988;"Reflexions sur la structure et la dynamique des lisières forestières; conséquences sur le synsystème";"Coll. Phytosoc. XIV, ""Phytosociologie et Foresterie"", Nancy 1985:  55-79";"Julve P. - Reflexions sur la structure et la dynamique des lisières forestières; conséquences sur le synsystème - 1988"
Julve P.;1991;Les forêts sur pente: caractères écologiques, architecturaux et phytosociologiques;"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 389-413";Julve P. - Les forêts sur pente: caractères écologiques, architecturaux et phytosociologiques - 1991
Julve P.;1996;La végétation des tourbières de France.;Cah. Sci. Tec. Rés. Tourb. Fra. 1: 8-26.;Julve P. - La végétation des tourbières de France. - 1996
Julve P., Gehu J.-M. & Delisle P.;1985;Le Lathyro palustris-Lysimachietum vulgaris Passarge 78 dans le Nord de la France;"Coll. Phytosoc. XII, ""Séminaire Mégaphorbiaies"", Bailleul 1984: 125-137";Julve P., Gehu J.-M. & Delisle P. - Le Lathyro palustris-Lysimachietum vulgaris Passarge 78 dans le Nord de la France - 1985
Kaabeche M. & Gharzouli R.;1995;Phytosociologie et typologie des habitats de la Haute-vallée de l'Oued Bou-Sellam (Sétif, Algérie);"Coll. Phytosoc. XXIII, ""Large area vegetation surveys"", Bailleul 1994: 531-557";Kaabeche M. & Gharzouli R. - Phytosociologie et typologie des habitats de la Haute-vallée de l'Oued Bou-Sellam (Sétif, Algérie) - 1995
Kaabeche M. & Gharzouli R.;2000;Observations phytosociologiques au Sahara nord-occidental algérien;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 337-346";Kaabeche M. & Gharzouli R. - Observations phytosociologiques au Sahara nord-occidental algérien - 2000
Kaabeche M., Gharzouli R. & Gehu J.-M.;2000;Les communautés à Euphorbia dendroides L. Essai de synthèse à l'échelle du Bassin méditerranéen;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 347-369";Kaabeche M., Gharzouli R. & Gehu J.-M. - Les communautés à Euphorbia dendroides L. Essai de synthèse à l'échelle du Bassin méditerranéen - 2000
